STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_prc,Components of energy prices,nrg_cons,Energy consumption,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,,0.0009,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,,0.0006,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EE,Estonia,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EL,Greece,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,ES,Spain,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,ES,Spain,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,ES,Spain,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,ES,Spain,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,ES,Spain,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,ES,Spain,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EU27_2020,European Union - 27 countries (from 2020),2019,,0.0007,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EU27_2020,European Union - 27 countries (from 2020),2020,,0.0007,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EU27_2020,European Union - 27 countries (from 2020),2021,,0.0005,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EU27_2020,European Union - 27 countries (from 2020),2022,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EU27_2020,European Union - 27 countries (from 2020),2023,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,EU27_2020,European Union - 27 countries (from 2020),2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FI,Finland,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FR,France,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FR,France,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FR,France,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FR,France,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FR,France,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FR,France,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,FR,France,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,GE,Georgia,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,GE,Georgia,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,GE,Georgia,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,GE,Georgia,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HR,Croatia,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,HU,Hungary,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IE,Ireland,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IS,Iceland,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IS,Iceland,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IS,Iceland,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IS,Iceland,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IT,Italy,2019,,0.0051,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IT,Italy,2020,,0.0048,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IT,Italy,2021,,0.0030,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IT,Italy,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IT,Italy,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,IT,Italy,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LT,Lithuania,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LT,Lithuania,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LT,Lithuania,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LT,Lithuania,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LT,Lithuania,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LU,Luxembourg,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LU,Luxembourg,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_NUC,Nuclear taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,LU,Luxembourg,2019,,0.0000,,,,,
